Ticket_ID,Subject,Description,Category,Priority,Sentiment,Timestamp
3000,glitch in app,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-06-14
3001,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2025-06-08
3002,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Negative,2025-08-11
3003,enhancement request,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Negative,2026-02-23
3004,Export data to Excel,It would be very helpful to have a button to export reports and analytics data directly to Excel or CSV format for offline analysis.,Feature Request,Low,Positive,2025-12-04
3005,improvement idea,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Low,Positive,2025-10-19
3006,invoice error,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Negative,2026-01-21
3007,new feature idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-02-21
3008,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Positive,2025-09-03
3009,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,High,Negative,2025-07-06
3010,refund request,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,High,Negative,2026-02-07
3011,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-01-28
3012,feature broken,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-06-04
3013,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,Medium,Positive,2025-12-27
3014,WhatsApp notification option,Please add WhatsApp as a notification channel in addition to email and SMS. Most of my team prefers WhatsApp and it has better delivery rates.,Feature Request,Medium,Positive,2026-01-28
3015,Charged twice for subscription,I was billed twice this month for my subscription plan. My bank statement shows two identical charges of ₹499 on the same date. Please refund the duplicate payment.,Billing Inquiry,High,Negative,2026-01-15
3016,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Positive,2025-01-17
3017,something is broken,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,Medium,Negative,2025-03-22
3018,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-03-10
3019,Wrong amount deducted,The amount deducted from my account was ₹899 but my plan costs ₹499. I have attached my bank screenshot. Please look into this urgently.,Billing Inquiry,High,Negative,2026-01-13
3020,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Negative,2025-06-19
3021,profile update,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-07-23
3022,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-04-26
3023,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-02-08
3024,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,High,Negative,2025-05-26
3025,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Positive,2025-01-30
3026,Annual billing switched to monthly,My account was on annual billing but it looks like it got switched to monthly. My bill is now higher. I didn't make this change.,Billing Inquiry,High,Negative,2025-05-23
3027,Login page not loading,I can't access the login page on Chrome. It just shows a blank white screen. I've tried clearing cache and using incognito mode — same issue.,Technical Issue,High,Negative,2025-11-06
3028,glitch in app,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Positive,2025-01-15
3029,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-09-03
3030,billing issue,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2025-02-06
3031,profile update,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-12-01
3032,unexpected behavior,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,High,Neutral,2025-10-08
3033,reporting a bug,The 'Notify Me' button on out-of-stock products doesn't seem to work. I signed up for notifications for 3 products weeks ago and got none.,Bug Report,High,Negative,2025-07-08
3034,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-03-26
3035,subscription charge,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-11-26
3036,payment problem,I see a charge labelled 'PRO_UPGRADE' on my statement but I never upgraded my plan. Please investigate this unauthorized charge.,Billing Inquiry,Medium,Neutral,2025-11-17
3037,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Negative,2025-04-25
3038,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-04-02
3039,cannot load,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Medium,Positive,2025-12-16
3040,glitch in app,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Neutral,2025-08-13
3041,new feature idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2025-02-11
3042,WhatsApp notification option,Please add WhatsApp as a notification channel in addition to email and SMS. Most of my team prefers WhatsApp and it has better delivery rates.,Feature Request,Low,Positive,2026-01-25
3043,account issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-04-26
3044,payment problem,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-08-31
3045,feature broken,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-04-26
3046,subscription charge,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Negative,2025-06-16
3047,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-11-26
3048,please add this,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Medium,Neutral,2025-05-29
3049,cannot load,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,High,Neutral,2025-04-30
3050,Dark mode not saving preference,I switch to dark mode but every time I reopen the app it resets to light mode. The preference is not being saved.,Technical Issue,Medium,Neutral,2025-03-25
3051,account access,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-10-23
3052,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-01-13
3053,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Positive,2025-02-10
3054,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Negative,2025-02-13
3055,Email address change not working,"I'm trying to update my registered email address but after I click the confirmation link in the new email, it says 'link expired'. I've tried this twice.",Account Management,Medium,Negative,2026-03-25
3056,Two accounts on same phone number,"I got an error saying my phone number is already registered, but I've never used this service before. Someone may have used my number fraudulently.",Account Management,High,Negative,2026-01-22
3057,charged for feature I wanted free,I got a charge for a feature that the website says is free on my plan. Either the billing is wrong or the plan description on your site is misleading.,Billing Inquiry,High,Negative,2025-07-12
3058,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Neutral,2026-01-17
3059,reporting a bug,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-06-18
3060,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,Low,Positive,2026-03-18
3061,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-12
3062,app crashed while placing order,The app crashed right when I hit the 'Place Order' button. I don't know if the order went through but my card was charged. Please check.,Bug Report,Medium,Negative,2025-06-13
3063,feature broken,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Positive,2025-08-15
3064,Annual billing switched to monthly,My account was on annual billing but it looks like it got switched to monthly. My bill is now higher. I didn't make this change.,Billing Inquiry,High,Negative,2025-04-21
3065,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Neutral,2025-11-18
3066,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Neutral,2025-07-23
3067,Duplicate orders being created,I placed one order but received two order confirmation emails with different order numbers. Please cancel the duplicate before it ships.,Bug Report,Medium,Negative,2025-05-15
3068,new feature idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-05-23
3069,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Negative,2025-12-10
3070,Payment failed but money deducted,My payment failed during checkout but the amount was still deducted from my account. The order was never placed. Transaction ID: TXN884321.,Billing Inquiry,High,Negative,2025-04-22
3071,cannot load,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-07-23
3072,technical problem,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,Low,Positive,2025-04-01
3073,Can't reset password,I requested a password reset but the reset email never arrived. I've checked spam. My account has important data and I urgently need access.,Account Management,Medium,Negative,2025-12-19
3074,App crashes on startup,"The mobile app crashes immediately after I open it. This started happening after the latest update (v3.2.1). I'm on Android 13, Samsung Galaxy S21.",Technical Issue,High,Negative,2025-02-17
3075,How to get a refund,I want to return a product I bought last week. The quality is not as described. What is the refund process and how long does it take?,Billing Inquiry,Medium,Neutral,2025-12-24
3076,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Negative,2025-05-22
3077,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Low,Neutral,2025-04-26
3078,error on page,On my tablet the layout is completely broken — all the navigation buttons are overlapping each other. Works fine on my phone and desktop.,Technical Issue,Medium,Neutral,2025-08-12
3079,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-03-06
3080,Sorting feature reversed,"When I sort products by 'Price: Low to High', the most expensive items appear first. The sort order seems to be reversed.",Bug Report,High,Neutral,2025-03-22
3081,profile update,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Positive,2025-05-09
3082,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-05-11
3083,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2026-03-29
3084,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-01-13
3085,Filters resetting on back navigation,"When I apply filters on the search page and click a product then hit the back button, all my filters are reset. Very annoying.",Bug Report,High,Negative,2025-07-05
3086,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Low,Positive,2025-07-11
3087,Share button not working,The 'Share' button on product pages does nothing when tapped on iOS. I'm on iPhone 14 with the latest iOS version.,Bug Report,Medium,Neutral,2025-03-20
3088,Cashback not credited,I was supposed to receive ₹200 cashback after my first purchase but it's been 2 weeks and nothing has shown up in my wallet.,Billing Inquiry,Low,Neutral,2026-02-19
3089,refund request,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,High,Negative,2026-01-27
3090,refund request,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-06-30
3091,cannot load,The search filters on the product listing page are not responding. I click 'Apply Filters' and the page just reloads with all products unfiltered.,Technical Issue,High,Negative,2025-01-10
3092,unexpected behavior,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Negative,2025-07-14
3093,Account locked after wrong attempts,My account got locked after I entered the wrong password three times. I've been waiting 30 minutes but it's still locked. How do I unlock it?,Account Management,Medium,Negative,2025-06-16
3094,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,Low,Positive,2025-05-31
3095,account access,I need to transfer my account to a new email address as I no longer have access to the old one. I can verify my identity with my phone number.,Account Management,Medium,Neutral,2025-12-31
3096,app not working,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Medium,Neutral,2025-06-04
3097,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Negative,2025-04-06
3098,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Negative,2025-06-19
3099,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-08-10
3100,Sorting feature reversed,"When I sort products by 'Price: Low to High', the most expensive items appear first. The sort order seems to be reversed.",Bug Report,Medium,Neutral,2025-05-31
3101,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Low,Neutral,2025-06-30
3102,please add this,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-05-05
3103,subscription charge,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,High,Negative,2025-12-03
3104,product suggestion,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-07-28
3105,account issue,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-09-16
3106,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2026-03-03
3107,App badge count not clearing,The notification badge on the app icon shows '3' unread but I've read all notifications. The badge count doesn't reset.,Bug Report,Medium,Neutral,2026-03-22
3108,refund request,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2025-03-06
3109,feature broken,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-02-22
3110,Review submission giving error,I wrote a detailed product review and clicked submit. It showed a loading spinner for a while and then gave an error. My review was lost.,Bug Report,Medium,Negative,2026-02-03
3111,subscription charge,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2026-03-13
3112,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Low,Positive,2025-10-19
3113,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-06-19
3114,enhancement request,It would be helpful to have a 'Reorder' button on past orders so I can quickly repurchase the same items without searching again.,Feature Request,High,Negative,2025-11-17
3115,glitch in app,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Neutral,2025-03-07
3116,account access,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,Medium,Neutral,2026-02-09
3117,invoice error,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Positive,2026-01-25
3118,refund request,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2025-08-15
3119,Page timing out,The checkout page times out every time I try to place an order. I've tried on three different browsers and also on mobile. Other pages work fine.,Technical Issue,High,Negative,2025-03-25
3120,Show estimated delivery date,Please display an estimated delivery date on the product page before checkout. It would help customers decide whether to order.,Feature Request,Low,Positive,2025-12-10
3121,product suggestion,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,High,Negative,2025-04-02
3122,App crashes on startup,"The mobile app crashes immediately after I open it. This started happening after the latest update (v3.2.1). I'm on Android 13, Samsung Galaxy S21.",Technical Issue,High,Negative,2025-02-19
3123,Cart items disappearing,Items I add to my cart disappear when I switch between pages. I have to add them again each time. This is very frustrating when shopping.,Bug Report,High,Negative,2025-11-18
3124,billing issue,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-11-29
3125,something is broken,When printing an invoice from the website the formatting is completely broken — text overlaps and some sections are cut off.,Bug Report,Medium,Neutral,2025-01-26
3126,enhancement request,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,Low,Positive,2025-01-19
3127,found a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Positive,2025-08-16
3128,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Medium,Neutral,2025-05-12
3129,technical problem,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,High,Negative,2025-03-30
3130,technical problem,I can't export my data. When I click the export button a progress bar appears but it never completes — it's been stuck at 80% for 20 minutes.,Technical Issue,Low,Positive,2025-12-15
3131,technical problem,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Medium,Neutral,2025-11-28
3132,invoice error,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Negative,2025-07-14
3133,login problem,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Low,Positive,2026-03-15
3134,account access,Someone tried to log into my account from a different country according to the security alert I received. Please help me secure my account.,Account Management,High,Negative,2025-06-22
3135,Two accounts on same phone number,"I got an error saying my phone number is already registered, but I've never used this service before. Someone may have used my number fraudulently.",Account Management,High,Negative,2026-03-17
3136,new feature idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Low,Positive,2025-10-04
3137,password issue,I'd like to add a family member to my account so they can also place orders. Is there a family plan or a way to add sub-users?,Account Management,High,Negative,2025-11-09
3138,Date picker broken in Safari,The date picker on the booking form doesn't work in Safari on Mac. Clicking any date does nothing. Works fine in Chrome and Firefox.,Bug Report,Low,Neutral,2026-01-29
3139,something is broken,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,High,Negative,2025-12-04
3140,please add this,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Negative,2026-03-29
3141,invoice error,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,High,Negative,2026-01-08
3142,reporting a bug,Product ratings are showing as 0 stars for all items on the category page even though individual product pages show the correct ratings.,Bug Report,Medium,Positive,2025-01-19
3143,unexpected behavior,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,High,Negative,2025-04-23
3144,technical problem,Video tutorials in the help section don't play. The player shows an error icon. This is happening on both Chrome and Edge on Windows 11.,Technical Issue,High,Neutral,2025-11-14
3145,billing issue,I was charged ₹599 but the plan I selected costs ₹399. Can you explain the difference and process a refund for the extra amount?,Billing Inquiry,Medium,Positive,2025-06-23
3146,improvement idea,Please consider adding a wishlist feature that I can share with family for gifting occasions. Many customers would find this useful.,Feature Request,Medium,Negative,2025-09-05
3147,payment problem,My refund request was approved 2 weeks ago (ref #REF-2291) but the amount hasn't appeared in my account yet. Please update me.,Billing Inquiry,Medium,Negative,2025-08-18
3148,improvement idea,A mobile barcode scanner to look up products would be a game-changer for in-store price comparison. Please consider adding this.,Feature Request,Medium,Neutral,2026-03-27
3149,improvement idea,An offline mode where I can browse my saved items and drafts without internet would be very useful when I'm travelling.,Feature Request,High,Negative,2026-01-31
3150,error on page,The app keeps logging me out every few minutes even though I have 'Keep me logged in' enabled. This started after last Thursday's update.,Technical Issue,Low,Positive,2025-02-17
3151,account issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,High,Negative,2025-06-07
3152,password issue,My display name is showing garbled characters after I tried to use my name in a regional language. Please help me fix this.,Account Management,Low,Positive,2025-08-17
3153,something is broken,The 'Apply Coupon' button on mobile disappears behind the keyboard when I type the coupon code. I have to close the keyboard to tap it.,Bug Report,High,Negative,2025-08-09
3154,password issue,My account shows that I haven't made any purchases but I've made 5 orders in the last month. They're all missing from my order history.,Account Management,Medium,Neutral,2025-03-31
3155,new feature idea,Could you add the ability to set a monthly spending limit on the account? It would help with budgeting especially for shared team accounts.,Feature Request,High,Negative,2025-05-28
3156,invoice error,My promotional discount was supposed to apply for 3 months but it stopped after the first month. The original offer was for 3 months.,Billing Inquiry,Medium,Neutral,2025-11-07
3157,something is broken,The 'Recently Viewed' section shows products I have never visited. It seems to be showing someone else's browsing history.,Bug Report,Medium,Positive,2025-03-15
3158,Bulk download for invoices,Could you add a feature to download all invoices for a date range in one click? Right now I have to download each invoice separately which takes ages.,Feature Request,Medium,Neutral,2026-01-10
3159,billing issue,I need a GST-compliant invoice for my subscription payment made on 12th March. The invoice I received doesn't have the GST breakdown.,Billing Inquiry,High,Negative,2026-01-02
3160,File upload failing,Every time I try to upload a file larger than 5MB it just spins and then gives a generic error. Smaller files work fine. I need to upload a 12MB PDF.,Technical Issue,Medium,Negative,2025-11-13
